id,own,competing1,competing2,borrowertype,accepted,default,profit
100699,,.40000001,.32191715,0,0,1,
100700,.087,.2138301,.55091071,0,1,0,870
100701,,.37091455,.54598171,3,0,1,
100702,,,,0,0,0,
100703,,.17,.1627451,0,0,0,
100704,,.42553583,.26281032,1,0,0,
100705,.126,.22558621,,1,1,0,1260
100706,,.21351427,,0,0,0,
100707,,.2,.1171797,1,0,0,
100708,,.14661752,.29355139,0,0,0,
100709,.122,.1315136,.12916666,0,1,0,1220
100710,,,,0,0,0,
100711,,.62,,3,0,0,
100712,.065,.40000001,.30519626,0,1,0,650
100713,,.099598877,.1910124,0,0,0,
100714,,.1490819,.1910124,0,0,0,
100715,,.62,,3,0,1,
100716,,.25,.24327554,0,0,0,
100717,,.088862829,,0,0,1,
100718,,.33000001,,0,0,0,
100719,,.097003162,.27922833,0,0,0,
100720,,,.059560422,1,0,1,
100721,,.40000001,,0,0,1,
100722,,.40000001,,0,0,0,
100723,.12,.23838066,.14741227,0,1,0,1200
100724,,.15908191,.20923761,0,0,0,
100725,.124,.42300001,,0,1,0,1240
100726,,.22351426,.073686257,0,0,0,
100727,,.27214816,,1,0,1,
100728,,1,.4115878,0,0,1,
100729,,.044878472,,2,0,0,
100730,.081,.28214818,,0,1,0,810
100731,,.040165786,.02,2,0,0,
100732,.12,.50300002,,1,1,1,-10000
100733,.127,.41912571,.21638943,2,1,0,1270
100734,,.25692466,.28933176,0,0,0,
100735,.12,.056600448,.42380318,0,0,0,
100736,,.40255219,,0,0,0,
100737,,.31832406,,0,0,0,
100738,,.2,,0,0,0,
100739,,.27000001,.20999999,0,0,0,
100740,.067,.22351426,,0,1,0,670
100741,.12,.20964703,,3,1,0,1200
100742,,,,1,0,0,
100743,,.35661232,.28976157,1,0,0,
100744,,.28328574,.31340769,0,0,0,
100745,,.11551555,.19037275,3,0,0,
100746,,.96821588,.82764572,0,0,0,
100747,.101,.00077249401,.024788074,0,0,0,
100748,,.3925522,,0,0,0,
100749,,.46900001,,2,0,0,
100750,,.30469725,.26810136,0,0,0,
100751,.126,,.22438449,0,1,0,1260
100752,.048,.12333779,.095270127,0,1,0,480
100753,,.60920841,.32435808,0,0,0,
100754,,.35417372,.087929763,3,0,0,
100755,.119,.089397296,,0,0,0,
100756,,.075000003,.071286023,3,0,0,
100757,,.31038064,,0,0,0,
100758,,.40000001,.22774209,0,0,0,
100759,,0,,0,0,1,
100760,,.8165735,,0,0,1,
100761,,.15908191,.30478799,1,0,0,
100762,,.12718454,.25089511,0,0,0,
100763,,,,0,0,0,
100764,,.54352862,,0,0,0,
100765,,.033,.080163598,0,0,0,
100766,,.28200001,.17410669,3,0,0,
100767,.04,.02,,0,0,0,
100768,.105,.0080000004,.07,0,0,0,
100769,,.090000004,.09911494,0,0,0,
100770,,.40000001,.31928921,0,0,1,
100771,,.34280589,.36587581,0,0,1,
100772,.093,.001209422,.16690046,0,0,0,
100773,,,.4223077,2,0,0,
100774,,.37990019,,1,0,0,
100775,.115,.40000001,,0,1,0,1150
100776,,1,,0,0,0,
100777,,.40000001,.30097467,2,0,0,
100778,,.40000001,,3,0,1,
100779,.117,.11009593,.13322803,0,0,0,
100780,,.36374736,.4223077,0,0,0,
100781,,.40000001,.34657308,3,0,0,
100782,,.141,.20999999,0,0,0,
100783,,0,.53231049,0,0,1,
100784,.064,.040725783,.11871245,0,0,0,
100785,,1,.48674566,0,0,0,
100786,.121,.11312679,,0,0,1,
100787,,.53909731,.46427485,1,0,1,
100788,,.23999999,,2,0,0,
100789,.098,.030609,.095270127,3,0,0,
100790,,.27293342,,0,0,0,
100791,,,,0,0,0,
100792,.113,.18000001,.19637698,0,1,0,1130
100793,,.10818589,.16655216,0,0,0,
100794,,.33000001,.6330834,1,0,0,
100795,,.12333779,.20999999,0,0,0,
100796,.128,.14681803,,2,1,1,-10000
100797,,.13,.11,0,0,1,
100798,,.16,.30573153,3,0,0,
100799,,.41999999,.44422475,0,0,1,
100800,,,,3,0,0,
100801,,.19425528,.12180754,2,0,0,
100802,,0,.56805003,0,0,0,
100803,,.076805644,,0,0,1,
100804,,,,2,0,0,
100805,,1,,3,0,0,
100806,.09,.33843163,.28775573,3,1,0,900
100807,,.87,,0,0,1,
100808,.126,.037740972,.24465649,1,0,1,
100809,.067,.15908191,.14758112,0,1,0,670
100810,,.13333778,.10756674,0,0,0,
100811,.095,.037527207,.050075945,0,0,0,
100812,.097,.19004129,.12648991,0,1,0,970
100813,,.25799999,.14381899,0,0,0,
100814,,.41,,0,0,1,
100815,,.090000004,.25097445,0,0,0,
100816,.093,.32379761,.23781054,0,1,0,930
100817,,.28214818,.44422475,2,0,1,
100818,.093,.40000001,,0,1,0,930
100819,.128,.40000001,,0,1,1,-10000
100820,,0,.4974235,3,0,0,
100821,,.40255219,.48674566,1,0,1,
100822,.119,.18642372,.16227855,0,1,0,1190
100823,,,.26865891,3,0,0,
100824,,.53899997,.29742268,0,0,0,
100825,,.45581999,.13774197,0,0,0,
100826,.118,.1231214,.21261421,0,1,0,1180
100827,,.33108401,.21979603,1,0,0,
100828,,,.4602564,0,0,1,
100829,,.3925522,.73351562,0,0,0,
100830,.128,.11,.85634786,0,0,0,
100831,.074,.045000002,,3,0,0,
100832,,.04178489,.12795231,0,0,1,
100833,.104,.11636467,,0,1,0,1040
100834,.123,.063275822,.47052303,0,0,0,
100835,.108,.02,.048712995,0,0,0,
100836,,.095758647,,0,0,0,
100837,,.40000001,.29091284,1,0,0,
100838,,.87,.47571754,0,0,0,
100839,,.36399999,,0,0,0,
100840,,.042047672,.3052153,0,0,1,
100841,,.19,.1910124,0,0,0,
100842,,.085089833,.33257261,1,0,0,
100843,,,,0,0,0,
100844,.104,.041999999,.26456848,1,0,0,
100845,,.30500001,,2,0,1,
100846,,.35800001,.3765521,0,0,0,
100847,.103,.21351427,.02,0,0,0,
100848,,.23,,2,0,0,
100849,,.3827756,.61596894,3,0,0,
100850,,.35100001,.38977385,1,0,0,
100851,,.14432363,.054656252,0,0,0,
100852,,.33000001,.15979122,0,0,0,
100853,,.083027355,.02648247,0,0,0,
100854,,,,0,0,1,
100855,,.22,.15501194,1,0,0,
100856,,.28398192,.39526048,3,0,1,
100857,.117,.11639576,.02,0,0,0,
100858,,.011,,2,0,0,
100859,.115,.21351427,.1260923,1,1,0,1150
100860,,.38,,1,0,0,
100861,,0,.23558562,0,0,0,
100862,,.21351427,.30786601,0,0,0,
100863,,.186,,2,0,1,
100864,.11,.14358214,.23605023,1,1,1,-10000
100865,.038,.02,.28010949,0,0,0,
100866,.049,.083306856,.11350618,0,1,0,490
100867,,.30000001,.31031612,0,0,0,
100868,,.13456479,.07,0,0,0,
100869,.105,.093306854,.4223077,0,0,0,
100870,,.40000001,.34577465,0,0,0,
100871,,.044,,0,0,1,
100872,.122,.15854172,,0,1,0,1220
100873,.061,.093306854,.70193398,3,1,0,610
100874,,.40000001,,0,0,0,
100875,,0,,2,0,0,
100876,,.40200001,.1379424,3,0,0,
100877,,.04704519,.1171797,0,0,0,
100878,,.37,.36201581,3,0,0,
100879,,.19302052,.31031892,0,0,0,
100880,,.26509085,,0,0,0,
100881,,,.44422475,0,0,0,
100882,,.38999999,.30856556,0,0,0,
100883,,.76014417,.46563092,2,0,0,
100884,,.18302053,,0,0,1,
100885,,.13689354,,0,0,0,
100886,,.4640615,.53231049,0,0,0,
100887,,.13318828,.24135281,0,0,0,
100888,.104,.059999999,.22169977,1,0,0,
100889,,.56,.15899608,1,0,0,
100890,,.23403424,.22609346,2,0,0,
100891,,.096214011,.25307751,0,0,0,
100892,,.43000001,.17924802,0,0,0,
100893,,.33872166,.3219353,0,0,0,
100894,.074,.011579901,.15467651,1,0,0,
100895,,1,.90122211,0,0,1,
100896,,.2,.12566075,0,0,1,
100897,,.59382129,.33257261,0,0,1,
100898,,.41299999,.18528801,0,0,0,
100899,,.28999999,.41,0,0,1,
100900,.117,.052000001,.10524237,0,0,0,
100901,,.16488877,.1,1,0,0,
100902,,.39216605,,0,0,1,
100903,,.86308634,.38149226,2,0,0,
100904,,.3925522,,3,0,0,
100905,,.014,.057182595,1,0,0,
100906,,.20074223,.079999998,3,0,0,
100907,,.65664029,.30566952,0,0,0,
100908,,.40000001,.6209625,0,0,1,
100909,,.40000001,,0,0,0,
100910,,.33000001,.1751267,0,0,0,
100911,,.40000001,.15484753,0,0,0,
100912,,.061319117,.055908926,1,0,0,
100913,.11,.032033347,.034127414,0,0,0,
100914,.08,.0050370838,.13361038,0,0,0,
100915,,.40000001,.90122211,2,0,0,
100916,,.29044673,.21879275,0,0,0,
100917,,.30000001,.20999999,1,0,0,
100918,,.33986524,.095270127,2,0,0,
100919,,.40000001,,0,0,0,
100920,,.17,.079999998,0,0,0,
100921,,.24515624,,0,0,1,
100922,,.40000001,.12821354,0,0,1,
100923,,,.26865891,0,0,0,
100924,,.366,.16580772,2,0,0,
100925,,.29100001,,0,0,0,
100926,,0,.9224692,0,0,0,
100927,,,,0,0,1,
100928,,.41800001,.40882906,0,0,0,
100929,.113,.30000001,.18000001,0,1,0,1130
100930,.104,.30000001,.40296111,0,1,0,1040
100931,,,.4223077,0,0,0,
100932,,.214,,0,0,0,
100933,,,,0,0,1,
100934,,.34999999,.5,2,0,0,
100935,,.030684507,,0,0,0,
100936,,.44999999,.43297911,0,0,1,
100937,,.26251316,.071811713,1,0,0,
100938,,.31,.25119174,1,0,0,
100939,,.34,.28445458,0,0,0,
100940,,.64600003,,0,0,0,
100941,,.28400996,.54508704,3,0,1,
100942,,.207,.36976951,3,0,0,
100943,.117,.1599077,.20999999,0,1,0,1170
100944,,.28214818,,0,0,0,
100945,.067,.16,.47021294,0,1,0,670
100946,.094,.23403424,.021404713,0,0,0,
100947,,.31999999,,3,0,0,
100948,,.16,.1260923,2,0,0,
100949,,.2,.39565679,0,0,0,
100950,,.056195009,,0,0,0,
100951,,,,0,0,0,
100952,.076,.052999999,,0,0,0,
100953,,.49434671,.2,0,0,1,
100954,,.29008195,.18172412,1,0,0,
100955,,.34140795,.11,0,0,0,
100956,.114,.11242414,.047863845,1,0,0,
100957,,.19302052,.41,0,0,1,
100958,,.36166993,.26214483,0,0,0,
100959,,,,0,0,0,
100960,.079,.083306856,,0,1,1,-10000
100961,,.12333779,.80700654,0,0,0,
100962,,.13333778,.22442712,0,0,0,
100963,,.31,.20260517,0,0,0,
100964,,.20910381,.1724561,0,0,0,
100965,.084,.34605172,.37562305,0,1,1,-10000
100966,,.069936574,,3,0,0,
100967,,.099742621,.060887113,0,0,0,
100968,,.40000001,.25551274,0,0,0,
100969,,.40000001,,1,0,1,
100970,.1,.054852158,,2,0,0,
100971,,.30000001,.11548015,3,0,0,
100972,,,.16777356,0,0,0,
100973,,.33000001,.25394168,0,0,0,
100974,,,.48674566,0,0,0,
100975,,0,.24030644,0,0,0,
100976,.106,.12,.2180036,0,1,0,1060
100977,.119,.19,.11,0,0,0,
100978,,.40000001,.21723971,0,0,1,
100979,,.2906585,.25712407,2,0,0,
100980,,.5288747,.11470387,0,0,0,
100981,.125,.20609984,.23787159,1,1,0,1250
100982,,.22403423,.065585226,3,0,0,
100983,,.88541865,.19993086,0,0,0,
100984,,.097999997,.078778021,0,0,0,
100985,,.23441446,.2132996,0,0,0,
100986,,.23403424,.24487573,3,0,1,
100987,,.29045451,,0,0,1,
100988,.109,.0020000001,.28925255,0,0,0,
100989,.125,.223,.20999999,0,1,0,1250
100990,.079,.075000003,.062737852,0,0,0,
100991,,.82999998,.41279122,0,0,1,
100992,,.30700001,,0,0,0,
100993,,.2,.12660845,0,0,0,
100994,.101,.0036012845,.062737852,0,0,0,
100995,,.31669635,.38333207,0,0,0,
100996,,.40000001,.22395925,0,0,0,
100997,,.45840868,.26015109,0,0,0,
100998,.098,.1490819,.22482546,0,1,0,980
100999,,.12715438,,0,0,0,
101000,,.40000001,,0,0,0,
101001,.121,.059340358,,3,0,0,
101002,.057,.18302053,.77853161,0,1,0,570
101003,,.227,.27040029,0,0,0,
101004,,.13461971,.20137572,0,0,0,
101005,,.03067456,.20999999,2,0,0,
101006,.076,.075000003,.049741793,3,0,0,
101007,,.075000003,.062737852,0,0,0,
101008,,.27214816,.60128492,3,0,0,
101009,,.40255219,.90122211,0,0,1,
101010,,,.4602564,1,0,1,
101011,,.40000001,.31030512,0,0,0,
101012,.123,.2,.055288013,0,0,0,
101013,,.33328801,.26032621,0,0,1,
101014,,.19302052,.31800103,3,0,0,
101015,.1,.40000001,.62856042,3,1,0,1000
101016,.11,.2,.33030799,0,1,0,1100
101017,,.0995005,.2,0,0,0,
101018,,.13,,1,0,1,
101019,,.28849104,,3,0,0,
101020,,.27214816,.41811991,0,0,1,
101021,.116,.090000004,.12208535,0,0,0,
101022,,.34299999,.56872737,0,0,0,
101023,.081,.02,.022547575,0,0,0,
101024,,.2,.18775511,3,0,0,
101025,,.21398151,.15499355,1,0,0,
101026,,.35463738,,0,0,0,
101027,,.186,.14986894,0,0,0,
101028,.126,.16,.17902783,0,1,0,1260
101029,,.3925522,,1,0,0,
101030,,,.12692308,0,0,0,
101031,,,.28642994,3,0,0,
101032,,.17609616,.20766245,0,0,1,
101033,,.31,.21493794,0,0,0,
101034,,.21351427,.18000001,0,0,0,
101035,.09,.15908191,.41055888,0,1,0,900
101036,,.54500002,.1088652,3,0,1,
101037,,.19,.14649752,2,0,0,
101038,.098,.161,,0,1,0,980
101039,.095,.16349894,.41050571,0,1,0,950
101040,.108,.001,.062737852,3,0,0,
101041,,.40000001,.22,0,0,0,
101042,.117,.12333779,,0,1,0,1170
101043,.091,.10115995,.19085534,3,1,0,910
101044,.09,.07,.041473977,0,0,0,
101045,.122,.075568967,.12006108,0,0,0,
101046,,.18302053,.1260923,0,0,0,
101047,,.16673599,.1260923,0,0,0,
101048,.083,.027706234,.062737852,0,0,0,
101049,.114,.057365749,.050000001,0,0,0,
101050,,.22351426,,0,0,0,
101051,.111,.076668695,.20223701,0,0,0,
101052,,.1490819,.54457158,0,0,0,
101053,,.31896767,,3,0,0,
101054,,.098484829,.1657858,1,0,0,
101055,,.40000001,,0,0,1,
101056,,.20999999,.20999999,1,0,1,
101057,,,,0,0,1,
101058,,.12226517,,3,0,0,
101059,,.050586361,.11942889,0,0,0,
101060,,.2,.095270127,0,0,0,
101061,,.40000001,.39898676,0,0,0,
101062,,.18302053,.91216505,3,0,0,
101063,.062,.3871454,,0,1,0,620
101064,.119,.23,.38337213,2,1,1,-10000
101065,,.052982643,.095270127,0,0,0,
101066,,.40000001,.4223077,2,0,1,
101067,,.86482084,.34258932,0,0,0,
101068,,.10765374,.4257133,2,0,1,
101069,.106,.048306044,.040456831,0,0,0,
101070,.127,.40000001,.2036282,0,1,1,-10000
101071,,.23403424,.87615621,0,0,0,
101072,.042,.053801753,.1171797,0,1,0,420
101073,,.10547734,,0,0,0,
101074,,.13456993,.38742191,0,0,1,
101075,,.46700001,,0,0,0,
101076,,.14609247,,0,0,0,
101077,.087,.13627838,,0,1,0,870
101078,,.097541928,.2,1,0,0,
101079,,.14390966,.23462717,0,0,0,
101080,,.06057246,,0,0,1,
101081,,0,.90122211,0,0,0,
101082,,.38,.45346341,0,0,0,
101083,,.37,.1659047,0,0,1,
101084,.112,.14,.059999999,0,0,0,
101085,,.22,.095270127,2,0,0,
101086,.113,.054986242,.24628344,0,0,0,
101087,,.51082051,,0,0,0,
101088,.125,.34999999,,3,1,0,1250
101089,,.50574094,.54191369,0,0,0,
101090,,,.48715493,0,0,1,
101091,.125,.156,.20999999,0,1,0,1250
101092,,.0080000004,.1171797,0,0,0,
101093,,.98008859,,0,0,1,
101094,.125,.40000001,.40606663,0,1,0,1250
101095,,.40000001,.29884481,2,0,0,
101096,,.31,,0,0,0,
101097,.112,.22384024,.34255293,0,1,0,1120
101098,.077,.0014936825,.30918226,0,0,0,
101099,.099,.30000001,.11,0,1,0,990
101100,,.213,.24495867,0,0,0,
101101,,.41999999,.38270214,0,0,0,
101102,,.40248615,.40606663,0,0,0,
101103,,.18302053,.20539236,2,0,0,
101104,.085,.24021246,.91571009,0,1,0,850
101105,,.13333778,.21550468,0,0,0,
101106,.106,.024165787,.19250987,0,0,0,
101107,.127,.32425502,.35582206,3,1,0,1270
101108,,.2,,0,0,0,
101109,.065,.588,.29742268,0,1,0,650
101110,,.27721414,.41,2,0,0,
101111,,.40000001,.16202271,0,0,0,
101112,,.13333778,.22598261,0,0,0,
101113,,.40605929,.20999999,3,0,0,
101114,,.28180632,.22,0,0,0,
101115,.117,.2,.32190254,0,1,0,1170
101116,.125,.18302053,.1627451,0,1,1,-10000
101117,,.28214818,,2,0,1,
101118,,.41,,3,0,0,
101119,,.075000003,.056926671,0,0,0,
101120,,.382,.12031844,0,0,0,
101121,,.10769492,.059999999,0,0,0,
101122,.053,.28200001,.07,0,1,0,530
101123,,.30000001,,0,0,0,
101124,,.491,.72378898,0,0,0,
101125,.065,.15000001,.2560145,0,1,0,650
101126,.113,.17,.11942889,1,1,0,1130
101127,,.2,,0,0,0,
101128,.116,.40987995,.21553732,0,1,0,1160
101129,.085,.093306854,.27631253,0,1,0,850
101130,.101,.083306856,.31052485,3,1,0,1010
101131,.128,.40000001,.90122211,2,1,0,1280
101132,,.12750536,.76892197,0,0,0,
101133,,.059315193,.23462518,0,0,0,
101134,,.34,.19561218,1,0,0,
101135,,.29050669,.33257261,0,0,0,
101136,,,.11117738,1,0,0,
101137,.121,.27214816,.20999999,0,1,0,1210
101138,.126,.2,,0,1,0,1260
101139,,.16668731,.082979925,1,0,0,
101140,.064,.48300001,.4223077,0,1,0,640
101141,.094,.64399999,.18525511,0,1,1,-10000
101142,,.419,.34986728,1,0,0,
101143,.042,.075000003,.30698738,0,1,0,420
101144,,.37400001,.95412928,0,0,1,
101145,,0,.52998596,0,0,1,
101146,,0,.050304577,0,0,0,
101147,.119,.056370452,.16199638,0,0,0,
101148,,.14580405,.20059863,0,0,0,
101149,,.21351427,.2,1,0,0,
101150,,.051779617,,3,0,0,
101151,.12,.30000001,.12051309,0,1,0,1200
101152,,.083306856,.15215723,0,0,0,
101153,,.15638113,.61083025,0,0,1,
101154,.116,.001158384,.062737852,2,0,0,
101155,.113,.40000001,.22,0,1,0,1130
101156,,.51599997,.6330834,0,0,0,
101157,,.40000001,.1924544,2,0,0,
101158,.123,.156,.4779669,0,1,0,1230
101159,,.50434422,,0,0,0,
101160,.106,.0020000001,.17411904,0,0,0,
101161,,.21351427,.57324737,0,0,0,
101162,.123,.40000001,.27207771,0,1,1,-10000
101163,,.82360154,.55676079,0,0,1,
101164,,.40443775,.63208956,0,0,0,
101165,.107,.22400001,.48392838,0,1,0,1070
101166,.099,.132773,.6330834,0,1,1,-10000
101167,,,.48674566,3,0,0,
101168,.059,.10890022,.11942889,0,1,0,590
101169,.1,.23193602,.21770792,0,1,0,1000
101170,,.40000001,.2710143,0,0,0,
101171,.105,.0020000001,.20370832,0,0,0,
101172,,.21351427,.82632548,0,0,0,
101173,,.36257151,,2,0,0,
101174,,.23403424,,0,0,0,
101175,,0,.13294055,0,0,1,
101176,.109,.029704301,.02,1,0,0,
101177,,.40000001,.19920461,0,0,0,
101178,.111,.39901003,.31031281,0,1,0,1110
101179,.082,.022203086,,0,0,0,
101180,,.22,.20999999,0,0,1,
101181,,.41870829,.18394879,0,0,0,
101182,,.13333778,.20999999,0,0,0,
101183,.122,.14503317,,0,1,0,1220
101184,,0,,0,0,1,
101185,,.46074906,.27988392,1,0,0,
101186,.086,.22079226,.1910124,0,1,0,860
101187,.094,.058966257,.24009202,0,0,0,
101188,.087,.075000003,,3,1,0,870
101189,,.45139337,.32717738,0,0,1,
101190,,.6342833,.32192552,0,0,0,
101191,,.40000001,.1260923,0,0,0,
101192,.127,.40000001,.36426893,0,1,1,-10000
101193,.11,.02,.29191455,0,0,0,
101194,.088,4.0755899e-06,.062737852,3,0,0,
101195,,.18689038,.20685999,0,0,0,
101196,,.359,.24465649,0,0,0,
101197,,.77258134,.089927673,0,0,1,
101198,,1,,0,0,0,
101199,.124,.2367661,.059999999,1,0,0,
101200,,.2,.13718861,0,0,0,
101201,,.42521679,,0,0,1,
101202,,.75890291,.69701672,0,0,0,
101203,,.20564626,.1,0,0,0,
101204,,1,,1,0,0,
101205,,.023052512,.19620936,0,0,0,
101206,,.13875744,.10414387,0,0,0,
101207,.111,.051466547,.095270127,3,0,0,
101208,,.097116411,.22019692,3,0,0,
101209,.1,.13,,0,1,1,-10000
101210,.057,0,.32183546,0,0,0,
101211,,.56999999,.53231049,0,0,1,
101212,,.472,.20538211,1,0,0,
101213,.114,.056256272,.073405042,0,0,0,
101214,,,.53231049,2,0,0,
101215,,1,.6134153,0,0,1,
101216,,.58499998,.80705142,0,0,1,
101217,.125,.40000001,.3129482,0,1,0,1250
101218,,.16459073,.31031355,2,0,0,
101219,.095,.10624338,.12916666,3,1,0,950
101220,,.249,,0,0,0,
101221,.045,.028004387,,3,1,0,450
101222,,.44466251,.22,2,0,0,
101223,.125,.40000001,.22,1,1,0,1250
101224,,.36018872,.17178433,0,0,0,
101225,.118,.17,.19924897,0,1,1,-10000
101226,,.25999999,,0,0,1,
101227,,.2215616,,0,0,0,
101228,,.40000001,.22390758,0,0,0,
101229,,,,0,0,1,
101230,,.1333313,.14381899,0,0,0,
101231,,.40000001,.56966513,2,0,1,
101232,.083,.029295195,.0099999998,0,0,0,
101233,.125,.22403423,.21111549,2,1,1,-10000
101234,,.40000001,,0,0,1,
101235,.1,.04870474,.22918855,3,0,0,
101236,.107,.11521246,.23636569,0,1,0,1070
101237,,.31799674,,0,0,0,
101238,,.40000001,.27202624,0,0,0,
101239,,0,.13350877,0,0,0,
101240,,.46000001,.90122211,2,0,1,
101241,.041,.029999999,.27277666,0,0,0,
101242,.071,.653,.18000001,0,1,1,-10000
101243,,.84322912,,3,0,0,
101244,,.32775542,.29416734,0,0,0,
101245,,1,,2,0,0,
101246,,.22351426,.21186879,0,0,0,
101247,.121,.2,.079999998,3,0,1,
101248,,.31999999,.40720752,0,0,0,
101249,.121,.40000001,.40606663,0,1,0,1210
101250,,.27214816,,0,0,0,
101251,,.094774775,,0,0,1,
101252,.066,.40000001,,0,1,1,-10000
101253,,,.14278981,0,0,0,
101254,,.31999999,,0,0,0,
101255,,.70999998,,0,0,1,
101256,,,,0,0,1,
101257,.099,.46399999,.41102955,0,1,0,990
101258,,.40000001,.27359238,0,0,0,
101259,,.15908191,.1910124,0,0,0,
101260,,.39923459,.31667286,0,0,1,
101261,,.077869259,.26279974,2,0,1,
101262,,.016000001,.1171797,0,0,0,
101263,,.29641733,,1,0,1,
101264,.12,.36500001,.21829583,1,1,0,1200
101265,,.22403423,.40622482,0,0,0,
101266,,.1490819,,0,0,0,
101267,.105,.116,.63743716,0,1,0,1050
101268,.104,.11031378,.095270127,0,0,0,
101269,.083,.02,.1171797,0,0,0,
101270,,.18302053,.12692308,0,0,0,
101271,.12,.40000001,.26002321,0,1,0,1200
101272,,.17399999,.32967237,0,0,0,
101273,,.39899999,,2,0,0,
101274,,.34,,0,0,0,
101275,,.11054366,.38058788,0,0,1,
101276,,.12333779,.31027916,0,0,0,
101277,.126,.14,,0,1,0,1260
101278,,,.12559749,0,0,1,
101279,,.17133117,.49557924,1,0,0,
101280,,,.089309365,1,0,0,
101281,,,.46468812,0,0,0,
101282,.114,.070332162,,0,0,0,
101283,,.34999999,.2538169,0,0,1,
101284,,.40000001,.3862966,0,0,1,
101285,,.40000001,.1825536,0,0,0,
101286,,.36723924,,2,0,0,
101287,,.40000001,.1754065,0,0,0,
101288,,.40000001,.41996396,1,0,1,
101289,,.86000001,.084148705,1,0,1,
101290,,.23,.20466849,0,0,1,
101291,.082,.024179649,,0,0,0,
101292,,.15000001,,0,0,1,
101293,,.23999999,.1627451,0,0,0,
101294,.124,.19834475,,0,1,0,1240
101295,.125,.114,,0,0,0,
101296,,0,.90122211,2,0,0,
101297,,.37,,0,0,0,
101298,,0,,0,0,0,
101299,,.18302053,,0,0,1,
101300,,.40000001,.37490019,0,0,1,
101301,,.52771366,.35048369,3,0,1,
101302,,.28258505,.32192692,0,0,0,
101303,,.075000003,.02,2,0,0,
101304,,.52499998,,1,0,0,
101305,,,.35099024,0,0,0,
101306,.076,.27214816,.1260923,2,1,0,760
101307,,.40255219,.59588313,0,0,0,
101308,,.21819115,.14228742,0,0,0,
101309,,.29613823,,2,0,0,
101310,,1,.22003435,0,0,0,
101311,.1,.080723755,,1,0,0,
101312,,.32570204,.4223077,3,0,0,
101313,.098,.041999999,.51000971,2,0,0,
101314,.086,.2,.042713009,1,0,0,
101315,,.069764271,,1,0,0,
101316,,.19302052,.24666965,0,0,0,
101317,,.17468169,.3129482,0,0,0,
101318,,.34,.41746053,0,0,0,
101319,,.42569953,.53075552,1,0,0,
101320,.074,.40000001,,0,1,0,740
101321,.077,.061816677,.16399826,0,0,0,
101322,.117,.22351426,.1910124,0,1,1,-10000
101323,.114,.2,.095270127,0,0,0,
101324,.075,.12946719,.37303123,0,1,0,750
101325,,.071576469,,0,0,0,
101326,,,,0,0,0,
101327,.111,.19302052,,0,1,0,1110
101328,,.33027074,.28303587,0,0,1,
101329,,.417,,2,0,0,
101330,,.3917357,,0,0,0,
101331,.059,.075000003,,0,1,0,590
101332,,.189,.14381899,0,0,0,
101333,,.40000001,,0,0,0,
101334,,.28214818,.22,2,0,0,
101335,,.19,.21077842,3,0,0,
101336,,.40000001,,2,0,0,
101337,,.59102672,.31032029,0,0,0,
101338,.105,.001318751,.062737852,0,0,0,
101339,,.2,.14694178,0,0,0,
101340,.08,.37649944,,0,1,1,-10000
101341,,.509,,0,0,1,
101342,,.04194076,.1260923,3,0,0,
101343,,.31325686,.22,0,0,0,
101344,,.38091454,,1,0,0,
101345,,.27485645,.21109794,1,0,0,
101346,,.31202731,.093595915,0,0,0,
101347,,,.083355993,1,0,0,
101348,,.15951777,.24033529,0,0,0,
101349,,.49399999,.16612975,3,0,1,
101350,.097,.16,.18000001,0,1,0,970
101351,,.30000001,,1,0,0,
101352,.123,.041373968,.07,0,0,0,
101353,.058,.208,.07,0,1,0,580
101354,,.38999999,.53333044,3,0,1,
101355,.119,.079000004,.072381139,0,0,0,
101356,.119,.003,.047546964,0,0,0,
101357,,.37438545,.42028409,1,0,0,
101358,,,,0,0,0,
101359,,.72868031,,1,0,0,
101360,,.05153526,,0,0,0,
101361,.064,.30286333,.14122687,0,1,0,640
101362,.096,.15159912,.29533535,0,1,0,960
101363,,,,0,0,0,
101364,.128,0,.062737852,0,0,0,
101365,,.40000001,.33257261,2,0,0,
101366,,.3056522,,0,0,1,
101367,.126,.22,.20999999,0,1,0,1260
101368,,.22089995,,0,0,1,
101369,.051,.046207536,.095270127,0,0,0,
101370,.099,.40000001,.055226311,2,0,0,
101371,,.75855744,,0,0,0,
101372,,.17252254,.5,0,0,1,
101373,.113,.2,.050557785,1,0,0,
101374,,.2,.47251454,1,0,0,
101375,,.078591086,,0,0,0,
101376,.064,.18000001,.15205932,0,1,0,640
101377,,.23403424,.33257261,0,0,0,
101378,,.075000003,.062737852,0,0,0,
101379,,.23280935,.22845484,0,0,0,
101380,,.22403423,.53231049,0,0,0,
101381,,.20030026,.19984742,0,0,0,
101382,.062,.029999999,,0,0,0,
101383,,.30000001,.11,0,0,0,
101384,,.34955257,.29408962,1,0,0,
101385,.106,.075000003,.02,0,0,0,
101386,,,,0,0,1,
101387,,.40000001,,0,0,0,
101388,,.28,.10917425,0,0,0,
101389,,.18302053,.29025513,1,0,0,
101390,,.27000001,.29530516,0,0,1,
